title,details,type,type_id,host,date,time,location,link
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Oct 18, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797980
Family Weekend Brunch,The Mary Lou Williams Center for Black Culture cordially extends an invitation to join us for brunch on October 15th at 11:00am. During this time you will have the opportunity to hear from students about the campus life experience. This will also be an occasion to learn more about the Mary Lou Williams Center and connect with other families.We look forward to the opportunity to connect with you!Food Provided,Panel/Seminar/Colloquim,5,Mary Lou Williams Center for Black Culture,"Sat, Oct 15, 2022",11 AM – 1 PM EDT (GMT-4),"Smith Warehouse, Bay 5",https://dukegroups.com/events/rsvp?id=1845302
Mountains Beyond Mountains: The Life and Legacy of Dr. Paul Farmer,"In coordination with the Duke Common Experience summer film selection, Bending the Arc, the Duke Global Health Institute invites you to join this panel of alumni, friends, and global health experts to speak to the life and legacy of the late Dr. Paul Farmer. Dr. Farmer, a Duke alumnus and former Trustee, devoted his life to addressing global health disparities in locations across the globe. Learn about his life and legacy and how Duke is continuing to address those disparities. Panelists include:Dr. Chris Beyrer, the new Director of the Global Health InstituteDr. Bailor Barrier, the Executive Director of Partners in Health Sierra LeoneDr. Adia Benton, Associate Professor of Anthropology, Northwestern UniversityJade Tso '19, Medical Student at UC Davis, Anne Carter Global Health FellowStudents and families are encouraged to watch Bending the Arc prior to the session. Bending The Arc tells the story of Paul Farmer and his colleagues who helped build Partner in Health and raise awareness around global health inequities.",Panel/Seminar/Colloquim,5,New Student and Family Programs,"Fri, Oct 14, 2022",12 PM – 1:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1835540
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Oct 13, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797897
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Oct 13, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797979
SHPE National Convention Interest Meeting,A short meeting for those interested in going to the National Convention in Charlotte NC from Nov 2nd to Nov 6th.,Panel/Seminar/Colloquim,5,Society of Hispanic Professional Engineers,"Wed, Oct 12, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1857652
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Oct 11, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797896
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Oct 11, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797977
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Oct 6, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797895
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Oct 6, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797976
DBS Finance 101,Finance 101 Seminar,Panel/Seminar/Colloquim,5,Duke Business Society,"Tue, Oct 4, 2022",7 PM – 8:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1827221
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Oct 4, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797894
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Oct 4, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797975
Graduate School Panel,Interested in applying to graduate school? Join the Biology Majors Union for an informative panel of PhD and MD-PhD students to learn about their journeys to  graduate school.,Panel/Seminar/Colloquim,5,Duke Biology Majors Union,"Tue, Oct 4, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1762300
JDs@Duke,"Wondering what else you can do with a law degree? Come out and hear from a group of distinguished panelists who are using their legal training outside of the practice of law in various ways right here at Duke! Come ready to learn, ask questions and network!",Panel/Seminar/Colloquim,5,Career Center,"Mon, Oct 3, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830568
MAPS Latinx Health Professionals Panel,Panelists will be sharing their experiences as Latinx healthcare professionals and answering questions made by attendees.,Panel/Seminar/Colloquim,5,Minority Association of Pre-Medical Students,"Mon, Oct 3, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1827592
DEID Project Info Session,Duke Engineers for International Development will be hosting an information session to learn more about the projects we will be working on this year.,Panel/Seminar/Colloquim,5,Duke Engineers for International Development,"Sun, Oct 2, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830706
Naval Surface Warfare Center Carderock Division E-Social,Naval Surface Warfare Center Carderock Division will come to speak about career opportunities.,Panel/Seminar/Colloquim,5,Engineering Student Government,"Fri, Sep 30, 2022",5 PM – 6:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1813006
Careers in Ecological Restoration & DSER Social,"Join Duke Society for Ecological Restoration for an evening of learning about careers in ecological restoration! We will engage in conversations with restoration practitioners from the private and non-profit sectors. Bring your questions, bring a friend, or just bring yourself! Food will be provided. After the panel, feel free to stay for an informal DSER social.Food Provided",Panel/Seminar/Colloquim,5,Duke Society for Ecological Restoration Student Association,"Thu, Sep 29, 2022",6:30 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1757853
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Sep 29, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797893
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Sep 29, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797974
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Sep 27, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797892
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Sep 27, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797973
Karsh Conversations: Tell Me More about Contract Research Organizations,"Have you ever wanted to know what working for a clinical research organization is like or the transition into this industry? Nick Rizzo, PhD '17 (Genetics and Genomics) joins us for a conversation about how clinical research, pharma, and contract research organizations (CROs) can be a great fit for PhDs, especially in the biomedical sciences.",Panel/Seminar/Colloquim,5,Career Center,"Mon, Sep 26, 2022",5:30 PM – 6:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1770177
Upperclassmen Panel,"Hear from upperclassmen about their journeys as pre-health students, how they planned classes, got involved in research and service, and are planning to pursue careers in health going forward.Food Provided",Panel/Seminar/Colloquim,5,American Medical Women's Association Undergraduate Chapter,"Sun, Sep 25, 2022",3 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1783089
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Sep 22, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797890
GANO Meetings,volunteer ESL tutoring provided to members of the Durham community by Duke student volunteers,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Sep 22, 2022",6:20 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1797971
GANO Weekly Meetings,Weekly meetings of GANO lasting from 6-8pm where GANO tutors will meet with and tutor members of the Durham community in ESL sessions,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Sep 22, 2022",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1681224
Karsh Conversations: Preparing for Law School,"Join us for the next installment of Karsh Conversations: Preparing for Law School with Patrice Barley (JD '05 ), Academic Dean and Pre-Law Advisor. Dean Barley will share the different educational pathways and job opportunities within the field of law, and discuss the process of preparing and applying to law school.",Panel/Seminar/Colloquim,5,Career Center,"Thu, Sep 22, 2022",5:30 PM – 6:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1744090
Scale & Coin Fall 2022 Recruitment - Interview Workshop,Scale & Coin Fall 2022 Recruitment - Interview Workshop,Panel/Seminar/Colloquim,5,Scale and Coin,"Wed, Sep 21, 2022",7:30 PM – 8:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1651768
Sierra Space Seminar with Duke University Motorsports,"Info session with Sierra Space recruiters providing insight on the company, discussing what they are looking for in an individual and their resume, and answering questions.",Panel/Seminar/Colloquim,5,Duke Motorsports,"Wed, Sep 21, 2022",4:30 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1794128
Annual Fall Career Fair (All-Industry),"We are excited to bring Duke's largest All Industry Career Fair back and in-person! This is a great opportunity to connect with employers across all industries and learn from representatives (many who are alumni) about organizations and their available or upcoming full-time jobs and internships. Join us on September 21 from 1:00pm - 4:00pm EST in Wilson Gym!Please continue to check Handshake for an updated list of employer attendees. Since this is an in-person event, attendees will be required to adhere to all COVID-related safety protocols.",Panel/Seminar/Colloquim,5,Career Center,"Wed, Sep 21, 2022",1 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1641739
Career Day Event Schedule,"This year, TechConnect and the All-Industry Career Fair will be on the same day in the same place! Meet with employers across science and engineering fields from 9:00 AM - 12:00 PM in Wilson Gym and then across all industries from 1:00 PM - 4:00 PM to find jobs, internships, connections, and more! If you don't know where to start, you can ask career advisors questions through Backstage Pass. Register for these events on Handshake!",Panel/Seminar/Colloquim,5,Career Center,"Wed, Sep 21, 2022",9 AM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1742645
