title,details,type,type_id,host,date,time,location,link
Delta Sigma Pi Recruitment training,"Seminars every Sunday going over recruitment tips and tricks for new members—understanding interviews, networking, and job placement",Lecture/Talk,4,Delta Sigma Pi,"Sun, Oct 30, 2022",12 PM – 2 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1814290
Chess Meeting,"Weekly meetings for the Duke University Chess Club, which will include lessons with our coach Levan Bregadze",Lecture/Talk,4,Duke University Chess Club,"Sat, Oct 29, 2022",1:30 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1734921
Duke Aviators Guest Speaker,Each Thursday we will be hosting seminars meant to introduce members into the fundamentals of general aviation flying and inform them on the process of becoming Private Pilot. Seminars are taught by licensed pilots and may include guest appearances from faculty and other industry speakers. Open to all Duke community.,Lecture/Talk,4,Duke Aviators,"Fri, Oct 28, 2022",4:30 PM – 5:30 PM EDT (GMT-4),Reuben-Cooke 129,https://dukegroups.com/events/rsvp?id=1854796
Donuts & Democracy: How Local Government Creates Change,"Durham At-Large Council Member, Jillian Johnson, and NC State Legislators will discuss Durham's pressing issues and how local civic action brings new change. Donuts will be provided for attendeesFood Provided",Lecture/Talk,4,Duke Student Government,"Fri, Oct 28, 2022",4 PM – 5:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1867437
Nigeria's Oil Transition to Renewables: Prospects for Social Justice and Development.,"Join the Climate Justice House Course in a guest lecture and discussion around climate justice and energy transition. We will be joined by Dr. Cyril Obi, a program director at the Social Science Research Council, New York, where he leads the African Peacebuilding Network (APN) and the Next Generation Social Sciences in Africa programs. He has published extensively on the political economy of oil and environmental politics in Africa, natural resource conflict, peace, security and development. The webinar will cover topics of climate justice in Nigeria with a focus on just transition to renewables.",Lecture/Talk,4,Undergraduate Environmental Union,"Thu, Oct 27, 2022",7 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=1796370
How Does My Major Matter? A Conversation with Duke Alumni Who've Been There,"Have you wondered how your college major shapes the way that we engage the world, open career paths, and frame questions about our life's purpose? Your choice of a major can lead to any number of paths in your life and a career. Most Duke graduates have pivots, turns, and twists in their own careers and lives.Join the Faculty Fellows, Academic Guides, & Duke Alumni in the Quads for a fun, informal conversation to explore opportunities & connect with the alumni network. Registration is encouraged: https://bit.ly/sparkconversation",Lecture/Talk,4,Spark,"Thu, Oct 27, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1868557
Energy 101: Intro to Energy Tech/Systems,Duke Undergraduate Energy Club will be kicking off our Energy 101 series for the 2022-23 school year by hosting Professor Tim Johnson of the Nicholas School of the Environment. Professor Johnson will be sharing some lecture-style slides with students with interactive Q&A to follow.,Lecture/Talk,4,Duke Energy Club,"Thu, Oct 27, 2022",5:30 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1849216
HRL Resident Assistant Information Session,"Interested in learning how you can help build community here at Duke? Join this information session to learn about the impact and expectations for serving in the Resident Assistant position with Housing and Residence Life Staff. Applications are now being accepted for Spring 2023 (November 3rd priority deadline) and for next academic year (January 9th priority deadline).If you have questions, please contact rlselections@duke.edu",Lecture/Talk,4,Housing & Residence Life,"Thu, Oct 27, 2022",4 PM – 4:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1863161
Duke RAM Speaker Series: Duke Medical Students,Join us for a Q&A with Duke medical students and hear about their experiences in medical school.,Lecture/Talk,4,Duke Remote Area Medical ,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1789001
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830057
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830071
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830078
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830086
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830093
HRL Resident Assistant Information Session,"nterested in learning how you can help build community here at Duke? Join this information session to learn about the impact and expectations for serving in the Resident Assistant position with Housing and Residence Life Staff. Applications are now being accepted for Spring 2023 (November 3rd priority deadline) and for next academic year (January 9th priority deadline).If you have questions, please contact rlselections@duke.edu",Lecture/Talk,4,Housing & Residence Life,"Tue, Oct 25, 2022",9 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1862977
A Conversation with Jason Riley,"The Ciceronian Society will host Jason Riley of the Manhattan Institute for a lecture.Jason Riley is a senior fellow at the Manhattan Institute, a columnist for the Wall Street Journal, and a commentator for Fox News. His much-anticipated book, Maverick: A Biography of Thomas Sowell, is now available. He is a recipient of the 2018 Bradley Prize. After joining the Journal in 1994, he was named a senior editorial writer in 2000 and a member of the editorial board in 2005. Riley writes opinion pieces on politics, economics, education, immigration, and race. He also speaks frequently on ABC, NBC, CNN, PBS, and NPR.",Lecture/Talk,4,The Ciceronian Society,"Tue, Oct 25, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1799717
How Does My Major Matter?  A Conversation with Duke Alumni Who've Been There,"Have you wondered how your college major shapes the way that we engage the world, open career paths, and frame questions about our life's purpose? Your choice of a major can lead to any number of paths in your life and a career. Most Duke graduates have pivots, turns, and twists in their own careers and lives.Join the Faculty Fellows, Academic Guides, & Duke Alumni in the Quads for a fun, informal conversation to explore opportunities & connect with the alumni network. Registration is encouraged: https://bit.ly/sparkconversation",Lecture/Talk,4,Spark,"Tue, Oct 25, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1868543
"Shalom, Friends: Friendship, Honesty, and Loyalty with Miriam Anzovin","Jewish Life at Duke and the Center for Jewish Studies are delighted to welcome Miriam Anzovin to Duke. A woman with many creative and intellectual skills, she is a writer, visual artist, and a content creator on TikTok and other social media platforms. Her work encourages her audience to engage with Jewish literature, history, and tradition in creative and dynamic ways authentic to each individual, no matter their level of knowledge, belief, or observance.Creator of the viral ""Daf Reactions"" TikTok series, Anzovin has been featured in publications such as HeyAlma, Jewish Telegraphic Agency, Jerusalem Post, Ha'aretz, and The Forward, and podcasts and other media such as The Shalom Hartman Institute's ""Identity/Crisis,"" ""Chutzpod,"" ""Can We Talk?"", and more.Anzovin is the very first artist in residence at Moishe House, a global organization that serves as a home for the young adult Jewish community. She has also hosted her own podcast, ""The Vibe of the Tribe,"" interviewing individuals from a wide array of professions including rabbis, athletes, and comedians, and getting their take on Judaism.Join us on October 24 for a lively conversation about friendship, honesty, and loyalty.",Lecture/Talk,4,Jewish Life at Duke,"Mon, Oct 24, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1823189
HRL Resident Assistant Information Session,"Interested in learning how you can help build community here at Duke? Join this information session to learn about the impact and expectations for serving in the Resident Assistant position with Housing and Residence Life Staff. Applications are now being accepted for Spring 2023 (November 3rd priority deadline) and for next academic year (January 9th priority deadline).If you have questions, please contact rlselections@duke.edu",Lecture/Talk,4,Housing & Residence Life,"Mon, Oct 24, 2022",9 AM – 9:45 AM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1862971
Fickle Creek Farm Tour,Farm tour with fickle creek farm!,Lecture/Talk,4,Rural Policy Club,"Sun, Oct 23, 2022",1 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1844789
Delta Sigma Pi Recruitment training,"Seminars every Sunday going over recruitment tips and tricks for new members—understanding interviews, networking, and job placement",Lecture/Talk,4,Delta Sigma Pi,"Sun, Oct 23, 2022",12 PM – 2 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1814289
Duke Global Medicla Brigades info session (COPY),First info session and meeting for DGMB,Lecture/Talk,4,Duke Global Brigades,"Sat, Oct 22, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1856088
Chess Meeting,"Weekly meetings for the Duke University Chess Club, which will include lessons with our coach Levan Bregadze",Lecture/Talk,4,Duke University Chess Club,"Sat, Oct 22, 2022",1:30 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1734920
Duke Global Medicla Brigades info session,First info session and meeting for DGMB,Lecture/Talk,4,Duke Global Brigades,"Fri, Oct 21, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1855924
HRL Resident Assistant Information Session,Interested in learning how you can help build community here at Duke? Join this information session to learn about the impact and expectations for serving in the Resident Assistant position with Housing and Residence Life Staff.,Lecture/Talk,4,Housing & Residence Life,"Fri, Oct 21, 2022",12 PM – 1 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=1862946
