title,details,type,type_id,host,date,time,location,link
The Coddling of the American Mind Documentary Screening,"The Transformative Ideas LLC presents an exclusive pre-screening of The Coddling of The American Mind. Join us for free food and a conversation with the documentary crew about political diversity, freedom of speech and changing ideas of identity and justice.Food Provided",Social,2,Transformative Ideas LLC,"Tue, Apr 25, 2023",6:30 PM – 10:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2104109
Soak the Sigmas,We will have a dunk tank and water balloons for students to throw at us.,Social,2,"Phi Beta Sigma Fraternity, Inc.","Tue, Apr 25, 2023",10 AM – 2 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2094642
NPHC Photo Shoot,"with so many new members, we want to have a photo shoot to commemorate old and new",Social,2,National Pan-Hellenic Council,"Mon, Apr 24, 2023",5 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2103241
Neurocare exec last meeting & bonding event,Our last Neurocare exec meeting of the year! We'll meet in our regular conference room & then have insomnia cookies afterwards (outside in the plaza)!Food Provided (We are only using the conference room in Broadhead Center for the meeting. We'll have the Insomnia Cookies outside in the plaza for the social portion of the event.),Social,2,NeuroCare,"Sun, Apr 23, 2023",4 PM – 4:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2094835
Cube Demo Day,Demo day meeting for The Cube,Social,2,The Cube,"Sun, Apr 23, 2023",2 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2102420
BOW Exec Meeting,This is a weekly meeting venue for Duke BOW's executive board.,Social,2,Duke Association for Business Oriented Women,"Sun, Apr 23, 2023",12:30 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1649122
DTech Spring Social,"Duke Technology Scholars is eager to invite members to come to our spring social! Drop by and celebrate the end a successful and happy semester with your friends--hang out, play lawn games, paint, spend time with some cute dogs, and enjoy yummy food!! See you there!!",Social,2,Duke Technology Scholars,"Sun, Apr 23, 2023",12 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2091870
Jewish Life at Duke Senior Donor Event: Lox & Lemurs,"Seniors, never got a chance to see the lemurs during your time at Duke? Now's your chance! Class of 2023 senior donors to Jewish Life at Duke are invited to celebrate their senior year with Lox and Lemurs! Join us for a full-spread bagel brunch on the Freeman Center Patio and then head to our exclusive guided walking tour at the Duke Lemur Center. Interested? Participate in the Senior Giving Challenge by making a senior gift to Jewish Life at Duke at www.tinyurl.com/JLDSenior or via Venmo (search @dukeseniorfund and in the comment box type your netID and ""Jewish Life at Duke,"" and then send a screenshot to jewishlife@duke.edu), and check your inbox for your invitation!Note: Lemur Center Tour spots are limited, so RSVPs for the tour will close when capacity is reached; all senior donors are welcome at the bagel brunch (no capacity limit).Questions? Contact jewishlife@duke.edu",Social,2,Jewish Life at Duke,"Sun, Apr 23, 2023",12 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2066608
Blooms: ASA Picnic,"Join us for Outreach Team's end-of-the-year picnic at Abele Quad on April 23rd from 12:00-2:00 P.M. Blooms continues our focus on communal growth and the continual process of (re)understanding and (re)imagining what it means to be Asian/American at Duke. Throughout the year, our programming such as Bean & Sprout, All About That BASE, and other events have focused on providing spaces for folks to create pockets of community, (re)build friendships, and meet new friends. We hope that Blooms serves as not only an end-of-the-year event to cap off our time together but also orients us toward the future—a continual commitment to the journey of creating community together now and beyond our time in this space. This event includes food from Pho Express and Lime & Lemon and drinks (water and juice).",Social,2,Asian Students Association,"Sun, Apr 23, 2023",12 PM – 2 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2081154
MyBuddy Diya Picnic,"Food Provided (Small snack chip bags, sodas, and packaged cookies. )",Social,2,Duke Diya (South Asian Students Association),"Sun, Apr 23, 2023",12 PM – 1 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2095687
April Duke Classic,A chess tournament,Social,2,Duke University Chess Club,"Sun, Apr 23, 2023",9 AM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2082630
Duke University Improv Big Show 23,"Come one, come all, it's time for DUI's annual Big Show—our biggest show of the year! Prepare yourself for laughter, tears, and self-discovery.",Social,2,Duke University Improv,"Sat, Apr 22, 2023",7:45 PM – 9:45 PM EDT (GMT-4),Reynolds Theater,https://dukegroups.com/events/rsvp?id=2091831
TASA Senior Sendoff,TASA will be holding an event to appreciate our seniors before they graduate with some food and possibly some games of Mahjong. Please sign up through TASA's google form :)Food Provided,Social,2,Taiwanese American Student Association,"Sat, Apr 22, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2095789
Eno River Trip - Duke Brasa,Brasa is going to enjoy a sunny day at Eno River.,Social,2,Duke Brazilian Student Association ,"Sat, Apr 22, 2023",2 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2100678
DQF Trading Games Competition,Meet with mentors to build trading bots and compete for prizes! The competition is a great opportunity to get exposure to the world of quantitative finance.,Social,2,Duke Quantitative Trading,"Sat, Apr 22, 2023",2 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2098062
Earth Day Extravaganza,"The Iota Xi Chapter of Kappa Alpha Psi Fraternity, Inc. will be hosting an Earth Day event on April 22, 2023. The purpose of this event is to have students contribute to a campus clean up with fun prizes for the winners. Afterwards, there will be entertainment and food as we spend time outside and learn about connecting with nature.",Social,2,"Kappa Alpha Psi Fraternity, Inc.","Sat, Apr 22, 2023",1 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2073648
Den of Wolves Megagame,"Imagine a game that combines elements of strategy, diplomacy, role-playing, and teamwork, with a massive player count and a complex, dynamic world. That's what a megagame is all about. Whether you're a seasoned player or a newcomer, megagames offer an immersive and unforgettable experience.Den of Wolves is a sci-fi megagame where you will play as a small fleet of interstellar vessels trying to balance survival, politics, and military challenges as you attempt to stay one step ahead of your pursuers, the now infamous Wolves.The game will take place from 12pm - 7pm on April 22nd in the Student Wellness Center. If you are interested in playing please fill out thisso that we can reserve your spot and match you with a role you will enjoy playing. Also, feel free to send theto anyone else you think might be interested! There is a section that will allow you to specify that you would like to be on a team with friends at the end of the form.Please complete theby no later than end of day April 19th, to help us have enough time to properly assign player roles, or we may not be able to take your preferences into account.If you have any questions, don't hesitate to get in touch: csh59@duke.edu",Social,2,Duke Association for Greater Gaming Education and Recreation,"Sat, Apr 22, 2023",12 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2081215
Devils After Dark: Earth Day After Dark,"Join Devils After Dark for a celebration of Earth Day with various activities related to Earth Day and sustainability, potentially including a free farmer's market with local vendors, succulent/plant potting or terrarium building, decorating reusable containers made from sustainable sources, and an environmental art competition!",Social,2,Devils After Dark,"Sat, Apr 22, 2023",11 AM – 1 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1974803
April Monthly Meal/Senior Send-Off,Join us for our last monthly meal of the year and send off our graduating Duke Pamilya members! Brunch foods will be provided!Food Provided (Filipino Burnch foods will be provided to attendees),Social,2,Duke Pamilya: Filipino Students Association,"Sat, Apr 22, 2023",11 AM – 1 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=2090350
KAjok Kickback,"Come join KAjok for a ""Secret Garden"" themed kickback! More information can be found on our Instagram page @duke.kajok.",Social,2,KAjok,"Fri, Apr 21, 2023 9:30 PM –","Sat, Apr 22, 2023 12:30 AM EDT (GMT-4)",Private Location (register to display),https://dukegroups.com/events/rsvp?id=2085726
GSAID Movie Night,GSAID in collaboration with Duke screen Society is going to show the Holyspider which is nominated  Cannes film festival,Social,2,Graduate Student Association of Iranians at Duke,"Fri, Apr 21, 2023",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2086471
LTA Salute Showcase,LTA will be presenting a showcase of their salutes including new salutes and the national salute.,Social,2,Lambda Theta Alpha Latin Sorority Inc.,"Fri, Apr 21, 2023",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2091181
BWU Game Night,Join us for a wine night/game night.,Social,2,Black Women's Union,"Fri, Apr 21, 2023",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2089522
Dair Devils #21,Duke Gaming's biweekly Super Smash Bros. Ultimate tournament,Social,2,Duke Gaming,"Fri, Apr 21, 2023",6:30 PM – 10:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2089598
Duke RAM Casual Study Break: Medicine Man: The Stan Brock Story,"We will be watching Medicine Man: The Stan Brock Story (2020), a documentary about the founder of our parent organization.Food Provided",Social,2,Duke Remote Area Medical ,"Fri, Apr 21, 2023",6:30 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2032890
E-Social,Check @dukeesg on instagram for info or email esgduke@gmail.com.,Social,2,Engineering Student Government,"Fri, Apr 21, 2023",5 PM – 6:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1827504
LGBTQ+ Candle Making,Come to the CSGD to make candles (not for lighting in your dorms)! While supplies last. Persons who anticipate needing accommodations or who have questions about access may contact csgd@studentaffairs.duke.edu in advance of the program.,Social,2,Center for Sexual and Gender Diversity,"Fri, Apr 21, 2023",4 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2044468
Cookout,We will host a cookout and cook for students on campus,Social,2,"Phi Beta Sigma Fraternity, Inc.","Fri, Apr 21, 2023",4 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2094733
Nicholas School Earth Day Celebration,"An event held at the Nicholas School annually to celebrate our planet! All graduate and professional students are welcome to join the Nicholas School Student Council and the Graduate and Professional Student Government for food, fun, and great environmentally friendly company!",Social,2,Graduate and Professional Student Government,"Fri, Apr 21, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2097447
Thank You from Define America,"Define America will be holding a final event of the year to thank all of the Define America members for their hard work and to create thank you letters to all of the departments, government offices, and organizations that supported our work and endeavors.",Social,2,Define America,"Wed, Apr 19, 2023",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2094983
E-Picnic,End of year picnic.,Social,2,Engineering Student Government,"Wed, Apr 19, 2023",5 PM – 6:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2097560
Mocktails and Masterpieces,Art + Jewish bonding event.Hosted by JSU's first year council.,Social,2,Duke Jewish Student Union,"Wed, Apr 19, 2023",4 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2091612
LTA Charter Day,"Lambda Theta Alpha was charted at duke April 18, 2015. Come join us as we celebrate the day of Zeta Mu's birth!",Social,2,Lambda Theta Alpha Latin Sorority Inc.,"Tue, Apr 18, 2023",6 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2091139
Global Cafe,"Join us for breakfast, coffee, tea and conversation at the Rubenstein Arts Center",Social,2,Duke International Student Center,"Tue, Apr 18, 2023",9:30 AM – 10:30 AM EDT (GMT-4),Rubenstein Arts Center - Ruby Lounge,https://dukegroups.com/events/rsvp?id=2018796
TASA Sushi Night,Come make your own sushi at TASA sushi night! We'll provide the ingredients so all you need to do is show up and be as creative as you'd like. Please sign up through our google forms :)Food Provided (Sushi ingredients will be provided so that TASA members can make their own sushi rolls ),Social,2,Taiwanese American Student Association,"Sun, Apr 16, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2095787
