title,details,type,type_id,host,date,time,location,link
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 12, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665383
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 12, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665394
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 12, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665405
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 12, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665416
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 12, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665427
Dance & Movement: Hip-Hop Vibez,"Join dance instructor Ife Presswood for this workshop-style hip-hop dance class.  Participants will learn bold and fiery choreography and be provided with a space to be confident, get a good workout, and have fun! Issa vibe!Open to all skill levels. Wear comfortable clothes and sneakers and bring water.DISCLAIMER: This program involves physical exertion and movement through and across space, so before beginning ensure you have adequate clear, safe space free of obstacles to move and are wearing appropriate footwear for the floor surface. If more than one person will be participating, ensure adequate space to avoid contact with other participants. It is your responsibility to use personal judgment concerning the degree of your participation in the activities, and to determine that you are in proper physical condition to participate in such activities.",Workshop/Short Course,3,Duke Arts Create,"Wed, Oct 12, 2022",6 PM – 8 PM EDT (GMT-4),RUBENSTEIN ARTS CENTER 124,https://dukegroups.com/events/rsvp?id=1851635
A2i Workshops,"A2i is a program at Duke focused on helping humanities and social science PhD students find, apply for, and secure employment outside of academia. While the content, industry partners, and guest presenters will be tailored for humanities and social science doctoral candidates, other graduate and professional students from Duke are welcome to attend.WORKSHOPS - Fridays, 12:00 PM - 1:00 PM (ONLINE)- Oct. 7th: job searching- Oct. 14th: from CVs to resumes- Oct. 21st: interviewing- Oct. 28th: offer letters and negotiationRegistration and virtual meeting links are in separate event pages on Handshake!",Workshop/Short Course,3,Career Center,"Fri, Oct 7, 2022",12 PM – 1 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=1837718
Duke Deewana Rehearsal,Rehearsal for Duke's Premier South Asian A Capella Fusion Team,Workshop/Short Course,3,Duke Deewana,"Thu, Oct 6, 2022",8 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1780548
Duke ASL Fall 2022 Lessons,Come join us for free ASL lessons with a certified instructor! No experience required and all skill levels are welcome - even (and especially) if you have no sign knowledge.,Workshop/Short Course,3,Duke ASL,"Thu, Oct 6, 2022",6 PM – 7 PM EDT (GMT-4),Classroom Building 103,https://dukegroups.com/events/rsvp?id=1754786
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 5, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665370
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 5, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665382
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 5, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665393
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 5, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665404
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 5, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665415
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 5, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665426
Doctoral Career Exploration Group,"Would you like to explore the career options available to you after completing your doctoral degree at Duke? If so, this group is for you!Join the Duke Career Center for a 5-week series dedicated to career exploration led by career advisers. In this group setting, you will learn how to:- Connect your skills, interests, and values to a wide range of occupations- Use a strategic approach to career exploration and research- Make informed career decisions- Effectively connect with Duke alumni and other professionals- Build a strong career community to last a lifetimeThis series is intended to be exploratory and most appropriate for doctoral students who plan to graduate in May 2023 or later. This group is open to students enrolled in doctoral programs of The Graduate School and the Divinity School.  Participants should commit to attending each session. Please note, there will be a small amount of pre-work between sessions.",Workshop/Short Course,3,Career Center,"Wed, Oct 5, 2022",1 PM – 2 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1816337
Koru Meditation Class Starting October 4th | 1:00pm-2:15pm,"Are you interested in learning different skills to help you relax, focus on the present, and explore self-compassion, gratitude, etc? Join Koru Meditation! A free non-credit bearing course designed with supporting students as they learn/practice mindfulness and meditation. This is class is open to all current Duke students (undergraduate, graduate, professional, scholar).Dates: October 4th, 18th, 25th, and November 1stTime: 1:00PM-2:15PMLocation: Student Wellness Center 144",Workshop/Short Course,3,Student Wellness Center,"Tue, Oct 4, 2022",1 PM – 2:15 PM EDT (GMT-4),Student Wellness Center Room 144,https://dukegroups.com/events/rsvp?id=1669316
Global Cafe,"Join us on October 4th, Stacia Solomon with the Career Center will give tips to create and update our profiles to help land that position you're interested in.Global Cafe is a weekly social event designed to build community and foster relationships while learning something new through our campus partners.Food Provided (Breakfast foods, coffee and tea)",Workshop/Short Course,3,Duke International Student Center,"Tue, Oct 4, 2022",9:30 AM – 10:30 AM EDT (GMT-4),Smith Warehouse,https://dukegroups.com/events/rsvp?id=1834067
Daring Leadership - Next Level Leadership,"Leadership requires daring to build relationships, to be vulnerable, and to be resilient. In this session, we'll discuss behaviors for leaders to move from armored leadership into daring leadership.",Workshop/Short Course,3,Student Involvement & Leadership,"Mon, Oct 3, 2022",4 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1768986
FORM GBM,"Second GBM to check in and discuss getting started with articles (reaching out for interviews, coming up with questions, taking photos and editing in Lightroom, etc.)",Workshop/Short Course,3,FORM Magazine,"Sun, Oct 2, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1828075
Arete Session,We have weekly sessions for the Duke Effective Altruism introductory fellowship called the Arete Fellowship.Each room will have about 5 people: 4 fellows and a facilitator. There will be about 20-25 people from Duke EA in the link dispersed across the 4 small group study rooms.,Workshop/Short Course,3,Effective Altruism: Duke,"Sun, Oct 2, 2022",2 PM – 3:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1799894
